Company_name,Company_type,Job_role,Experience_level,Total_Round,Round_no,Round_type,Topics,Difficulty_level
Meta,Product,SDE-2,5 Years,5,3,System Design Interview,System Design,Hard
Meta,Product,SDE-2,5 Years,5,4,Managerial Interview,Team & Leadership,Medium
Meta,Product,SDE-2,5 Years,5,5,Hr Interview,Career Goals,Medium
Meta,Product,SDE-2,5 Years,5,5,Hr Interview,Behavioral Questions,Easy
Apple,Product,iOS Engineer,1 Year,5,1,Technical Interview,NoSQL,Medium
Apple,Product,iOS Engineer,1 Year,5,1,Technical Interview,DBMS,Hard
Apple,Product,iOS Engineer,1 Year,5,1,Technical Interview,Docker & Kubernetes,Hard
Apple,Product,iOS Engineer,1 Year,5,2,Technical Interview,Data Structures & Algorithms,Hard
Apple,Product,iOS Engineer,1 Year,5,2,Technical Interview,Operating System,Easy
Apple,Product,iOS Engineer,1 Year,5,3,System Design Interview,System Design,Medium
Apple,Product,iOS Engineer,1 Year,5,4,Managerial Interview,Team & Leadership,Medium
Apple,Product,iOS Engineer,1 Year,5,5,Hr Interview,Team & Leadership,Medium
Apple,Product,iOS Engineer,1 Year,5,5,Hr Interview,Career Goals,Hard
Apple,Product,Generative AI Engineer,Fresher,4,1,Online Assessment,Data Structures & Algorithms,Hard
Apple,Product,Generative AI Engineer,Fresher,4,1,Online Assessment,Verbal Ability,Easy
Apple,Product,Generative AI Engineer,Fresher,4,1,Online Assessment,Java,Hard
Apple,Product,Generative AI Engineer,Fresher,4,2,Technical Interview,Machine Learning,Hard
Apple,Product,Generative AI Engineer,Fresher,4,2,Technical Interview,OOPs,Medium
Apple,Product,Generative AI Engineer,Fresher,4,2,Technical Interview,Computer Networks,Medium
Apple,Product,Generative AI Engineer,Fresher,4,3,Technical Interview,System Design,Medium
Apple,Product,Generative AI Engineer,Fresher,4,3,Technical Interview,Statistics,Hard
Apple,Product,Generative AI Engineer,Fresher,4,3,Technical Interview,CI/CD,Medium
Apple,Product,Generative AI Engineer,Fresher,4,4,Hr Interview,Team & Leadership,Medium
Apple,Product,Generative AI Engineer,Fresher,4,4,Hr Interview,Career Goals,Medium
Netflix,Product,Data Engineer,2 Years,5,1,Technical Interview,Dynamic Programming,Hard
Netflix,Product,Data Engineer,2 Years,5,1,Technical Interview,Data Structures & Algorithms,Hard
Netflix,Product,Data Engineer,2 Years,5,1,Technical Interview,CI/CD,Medium
Netflix,Product,Data Engineer,2 Years,5,2,Technical Interview,Spring Boot,Medium
Netflix,Product,Data Engineer,2 Years,5,2,Technical Interview,Operating System,Easy
Netflix,Product,Data Engineer,2 Years,5,2,Technical Interview,Statistics,Easy
Netflix,Product,Data Engineer,2 Years,5,3,System Design Interview,System Design,Easy
Netflix,Product,Data Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Easy
Netflix,Product,Data Engineer,2 Years,5,5,Hr Interview,Resume Discussion,Easy
Netflix,Product,Data Engineer,2 Years,5,5,Hr Interview,Salary Discussion,Easy
Uber,Product,Android Engineer,5 Years,5,1,Technical Interview,React,Hard
Uber,Product,Android Engineer,5 Years,5,1,Technical Interview,Operating System,Medium
Uber,Product,Android Engineer,5 Years,5,1,Technical Interview,Python,Medium
Uber,Product,Android Engineer,5 Years,5,2,Technical Interview,SQL,Medium
Uber,Product,Android Engineer,5 Years,5,2,Technical Interview,React,Hard
Uber,Product,Android Engineer,5 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
Uber,Product,Android Engineer,5 Years,5,3,System Design Interview,System Design,Hard
Uber,Product,Android Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Easy
Uber,Product,Android Engineer,5 Years,5,5,Hr Interview,Team & Leadership,Medium
Uber,Product,Android Engineer,5 Years,5,5,Hr Interview,Resume Discussion,Easy
Airbnb,Product,Android Engineer,2 Years,5,1,Technical Interview,Low Level Design,Medium
Airbnb,Product,Android Engineer,2 Years,5,1,Technical Interview,Data Structures & Algorithms,Medium
Airbnb,Product,Android Engineer,2 Years,5,1,Technical Interview,NoSQL,Hard
Airbnb,Product,Android Engineer,2 Years,5,2,Technical Interview,Deep Learning,Hard
Airbnb,Product,Android Engineer,2 Years,5,2,Technical Interview,Git,Hard
Airbnb,Product,Android Engineer,2 Years,5,2,Technical Interview,DBMS,Hard
Airbnb,Product,Android Engineer,2 Years,5,3,System Design Interview,System Design,Medium
Airbnb,Product,Android Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Hard
Airbnb,Product,Android Engineer,2 Years,5,5,Hr Interview,Project Discussion,Easy
Airbnb,Product,Android Engineer,2 Years,5,5,Hr Interview,Self Assessment,Medium
Airbnb,Product,Security Engineer,3 Years,5,1,Technical Interview,Operating System,Medium
Airbnb,Product,Security Engineer,3 Years,5,1,Technical Interview,Data Structures & Algorithms,Hard
Airbnb,Product,Security Engineer,3 Years,5,1,Technical Interview,OOPs,Medium
Airbnb,Product,Security Engineer,3 Years,5,2,Technical Interview,Statistics,Hard
Airbnb,Product,Security Engineer,3 Years,5,2,Technical Interview,Node.js,Hard
Airbnb,Product,Security Engineer,3 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
Airbnb,Product,Security Engineer,3 Years,5,3,System Design Interview,System Design,Hard
Airbnb,Product,Security Engineer,3 Years,5,4,Managerial Interview,Team & Leadership,Medium
Airbnb,Product,Security Engineer,3 Years,5,5,Hr Interview,Career Goals,Easy
Airbnb,Product,Security Engineer,3 Years,5,5,Hr Interview,Team & Leadership,Easy
Salesforce,Product,Site Reliability Engineer,5 Years,5,1,Technical Interview,Java,Hard
Salesforce,Product,Site Reliability Engineer,5 Years,5,1,Technical Interview,REST APIs,Medium
Salesforce,Product,Site Reliability Engineer,5 Years,5,1,Technical Interview,React,Hard
Salesforce,Product,Site Reliability Engineer,5 Years,5,2,Technical Interview,SQL,Medium
Salesforce,Product,Site Reliability Engineer,5 Years,5,2,Technical Interview,Operating System,Hard
Salesforce,Product,Site Reliability Engineer,5 Years,5,3,System Design Interview,System Design,Hard
Salesforce,Product,Site Reliability Engineer,5 Years,5,3,System Design Interview,DBMS,Hard
Salesforce,Product,Site Reliability Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Medium
Salesforce,Product,Site Reliability Engineer,5 Years,5,5,Hr Interview,Team & Leadership,Medium
Salesforce,Product,Frontend Engineer,Fresher,4,1,Online Assessment,Java,Medium
Salesforce,Product,Frontend Engineer,Fresher,4,1,Online Assessment,Verbal Ability,Medium
Salesforce,Product,Frontend Engineer,Fresher,4,1,Online Assessment,Data Structures & Algorithms,Hard
Salesforce,Product,Frontend Engineer,Fresher,4,2,Technical Interview,System Design,Medium
Salesforce,Product,Frontend Engineer,Fresher,4,2,Technical Interview,ETL Concepts,Medium
Salesforce,Product,Frontend Engineer,Fresher,4,2,Technical Interview,Docker & Kubernetes,Easy
Salesforce,Product,Frontend Engineer,Fresher,4,3,Technical Interview,System Design,Hard
Salesforce,Product,Frontend Engineer,Fresher,4,3,Technical Interview,Data Structures & Algorithms,Easy
Salesforce,Product,Frontend Engineer,Fresher,4,3,Technical Interview,Operating System,Medium
Salesforce,Product,Frontend Engineer,Fresher,4,4,Hr Interview,Self Assessment,Easy
Adobe,Product,iOS Engineer,1 Year,5,1,Technical Interview,Python,Easy
Adobe,Product,iOS Engineer,1 Year,5,1,Technical Interview,DBMS,Hard
Adobe,Product,iOS Engineer,1 Year,5,1,Technical Interview,Data Modeling,Hard
Adobe,Product,iOS Engineer,1 Year,5,2,Technical Interview,Computer Networks,Medium
Adobe,Product,iOS Engineer,1 Year,5,2,Technical Interview,Node.js,Hard
Adobe,Product,iOS Engineer,1 Year,5,2,Technical Interview,Low Level Design,Hard
Adobe,Product,iOS Engineer,1 Year,5,3,System Design Interview,System Design,Medium
Adobe,Product,iOS Engineer,1 Year,5,4,Managerial Interview,Team & Leadership,Hard
Adobe,Product,iOS Engineer,1 Year,5,5,Hr Interview,Team & Leadership,Easy
Adobe,Product,iOS Engineer,1 Year,5,5,Hr Interview,Self Assessment,Medium
Adobe,Product,MLOps Engineer,5 Years,5,1,Technical Interview,Data Structures & Algorithms,Medium
Adobe,Product,MLOps Engineer,5 Years,5,1,Technical Interview,Node.js,Medium
Adobe,Product,MLOps Engineer,5 Years,5,1,Technical Interview,Operating System,Hard
Adobe,Product,MLOps Engineer,5 Years,5,2,Technical Interview,Spring Boot,Hard
Adobe,Product,MLOps Engineer,5 Years,5,2,Technical Interview,Machine Learning,Medium
Adobe,Product,MLOps Engineer,5 Years,5,2,Technical Interview,System Design,Hard
Adobe,Product,MLOps Engineer,5 Years,5,3,System Design Interview,System Design,Medium
Adobe,Product,MLOps Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Easy
Adobe,Product,MLOps Engineer,5 Years,5,5,Hr Interview,Team & Leadership,Easy
Adobe,Product,MLOps Engineer,5 Years,5,5,Hr Interview,Project Discussion,Easy
Atlassian,Product,Product Manager,1 Year,5,1,Technical Interview,DBMS,Hard
Atlassian,Product,Product Manager,1 Year,5,1,Technical Interview,React,Medium
Atlassian,Product,Product Manager,1 Year,5,1,Technical Interview,CI/CD,Medium
Atlassian,Product,Product Manager,1 Year,5,2,Technical Interview,React,Hard
Atlassian,Product,Product Manager,1 Year,5,2,Technical Interview,Security,Easy
Atlassian,Product,Product Manager,1 Year,5,2,Technical Interview,Computer Networks,Hard
Atlassian,Product,Product Manager,1 Year,5,3,System Design Interview,System Design,Easy
Atlassian,Product,Product Manager,1 Year,5,4,Managerial Interview,Team & Leadership,Hard
Atlassian,Product,Product Manager,1 Year,5,5,Hr Interview,Team & Leadership,Medium
Atlassian,Product,Product Manager,1 Year,5,5,Hr Interview,Self Assessment,Medium
Atlassian,Product,NLP Engineer,1 Year,5,1,Technical Interview,Deep Learning,Easy
Atlassian,Product,NLP Engineer,1 Year,5,1,Technical Interview,Node.js,Medium
Atlassian,Product,NLP Engineer,1 Year,5,1,Technical Interview,Data Structures & Algorithms,Hard
Atlassian,Product,NLP Engineer,1 Year,5,2,Technical Interview,Web Technologies,Hard
Atlassian,Product,NLP Engineer,1 Year,5,2,Technical Interview,C++,Hard
Atlassian,Product,NLP Engineer,1 Year,5,2,Technical Interview,Data Structures & Algorithms,Hard
Atlassian,Product,NLP Engineer,1 Year,5,3,System Design Interview,System Design,Hard
Atlassian,Product,NLP Engineer,1 Year,5,4,Managerial Interview,Team & Leadership,Hard
Atlassian,Product,NLP Engineer,1 Year,5,5,Hr Interview,Career Goals,Easy
Atlassian,Product,NLP Engineer,1 Year,5,5,Hr Interview,Team & Leadership,Easy
Atlassian,Product,Security Engineer,3 Years,5,1,Technical Interview,Deep Learning,Hard
Atlassian,Product,Security Engineer,3 Years,5,1,Technical Interview,React,Medium
Atlassian,Product,Security Engineer,3 Years,5,1,Technical Interview,Machine Learning,Hard
Atlassian,Product,Security Engineer,3 Years,5,2,Technical Interview,System Design,Hard
Atlassian,Product,Security Engineer,3 Years,5,2,Technical Interview,Git,Hard
Atlassian,Product,Security Engineer,3 Years,5,2,Technical Interview,Low Level Design,Hard
Atlassian,Product,Security Engineer,3 Years,5,3,System Design Interview,System Design,Medium
Atlassian,Product,Security Engineer,3 Years,5,3,System Design Interview,DBMS,Easy
Atlassian,Product,Security Engineer,3 Years,5,4,Managerial Interview,Team & Leadership,Easy
Atlassian,Product,Security Engineer,3 Years,5,5,Hr Interview,Self Assessment,Easy
Atlassian,Product,Security Engineer,3 Years,5,5,Hr Interview,Behavioral Questions,Easy
Stripe,Product,Frontend Engineer,5 Years,5,1,Technical Interview,Operating System,Hard
Stripe,Product,Frontend Engineer,5 Years,5,1,Technical Interview,Statistics,Medium
Stripe,Product,Frontend Engineer,5 Years,5,1,Technical Interview,OOPs,Medium
Stripe,Product,Frontend Engineer,5 Years,5,2,Technical Interview,Computer Networks,Hard
Stripe,Product,Frontend Engineer,5 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
Stripe,Product,Frontend Engineer,5 Years,5,2,Technical Interview,Docker & Kubernetes,Medium
Stripe,Product,Frontend Engineer,5 Years,5,3,System Design Interview,System Design,Hard
Stripe,Product,Frontend Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Medium
Stripe,Product,Frontend Engineer,5 Years,5,4,Managerial Interview,Project Discussion,Medium
Stripe,Product,Frontend Engineer,5 Years,5,5,Hr Interview,Self Assessment,Medium
Stripe,Product,Cyber Security Engineer,Fresher,4,1,Online Assessment,Aptitude & Reasoning,Medium
Stripe,Product,Cyber Security Engineer,Fresher,4,1,Online Assessment,Verbal Ability,Easy
Stripe,Product,Cyber Security Engineer,Fresher,4,2,Technical Interview,Data Structures & Algorithms,Medium
Stripe,Product,Cyber Security Engineer,Fresher,4,2,Technical Interview,React,Hard
Stripe,Product,Cyber Security Engineer,Fresher,4,3,Technical Interview,Data Structures & Algorithms,Medium
Stripe,Product,Cyber Security Engineer,Fresher,4,3,Technical Interview,Statistics,Hard
Stripe,Product,Cyber Security Engineer,Fresher,4,3,Technical Interview,Python,Hard
Stripe,Product,Cyber Security Engineer,Fresher,4,4,Hr Interview,Career Goals,Medium
Stripe,Product,Cyber Security Engineer,Fresher,4,4,Hr Interview,Self Assessment,Easy
Figma,Product,MLOps Engineer,3 Years,5,1,Technical Interview,Computer Networks,Hard
Figma,Product,MLOps Engineer,3 Years,5,1,Technical Interview,Deep Learning,Hard
Figma,Product,MLOps Engineer,3 Years,5,1,Technical Interview,Docker & Kubernetes,Easy
Figma,Product,MLOps Engineer,3 Years,5,2,Technical Interview,Spring Boot,Hard
Figma,Product,MLOps Engineer,3 Years,5,2,Technical Interview,System Design,Hard
Figma,Product,MLOps Engineer,3 Years,5,2,Technical Interview,Data Structures & Algorithms,Medium
Figma,Product,MLOps Engineer,3 Years,5,3,System Design Interview,System Design,Medium
Figma,Product,MLOps Engineer,3 Years,5,4,Managerial Interview,Team & Leadership,Easy
Figma,Product,MLOps Engineer,3 Years,5,5,Hr Interview,Self Assessment,Easy
Figma,Product,MLOps Engineer,3 Years,5,5,Hr Interview,Career Goals,Easy
Figma,Product,Backend Engineer,Fresher,5,1,Online Assessment,Python,Medium
Figma,Product,Backend Engineer,Fresher,5,1,Online Assessment,SQL,Medium
Figma,Product,Backend Engineer,Fresher,5,1,Online Assessment,Aptitude & Reasoning,Medium
Figma,Product,Backend Engineer,Fresher,5,2,Technical Interview,DBMS,Medium
Figma,Product,Backend Engineer,Fresher,5,2,Technical Interview,Statistics,Easy
Figma,Product,Backend Engineer,Fresher,5,2,Technical Interview,Data Structures & Algorithms,Medium
Figma,Product,Backend Engineer,Fresher,5,3,Technical Interview,Web Technologies,Medium
Figma,Product,Backend Engineer,Fresher,5,3,Technical Interview,Data Modeling,Hard
Figma,Product,Backend Engineer,Fresher,5,3,Technical Interview,System Design,Medium
Figma,Product,Backend Engineer,Fresher,5,4,System Design Interview,System Design,Hard
Figma,Product,Backend Engineer,Fresher,5,5,Hr Interview,Salary Discussion,Easy
Figma,Product,Backend Engineer,Fresher,5,5,Hr Interview,Team & Leadership,Easy
Notion,Product,Backend Engineer,2 Years,5,1,Technical Interview,OOPs,Medium
Notion,Product,Backend Engineer,2 Years,5,1,Technical Interview,Operating System,Medium
Notion,Product,Backend Engineer,2 Years,5,1,Technical Interview,Data Modeling,Medium
Notion,Product,Backend Engineer,2 Years,5,2,Technical Interview,Computer Networks,Medium
Notion,Product,Backend Engineer,2 Years,5,2,Technical Interview,Data Structures & Algorithms,Medium
Notion,Product,Backend Engineer,2 Years,5,2,Technical Interview,Operating System,Medium
Notion,Product,Backend Engineer,2 Years,5,3,System Design Interview,System Design,Medium
Notion,Product,Backend Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Easy
Notion,Product,Backend Engineer,2 Years,5,5,Hr Interview,Career Goals,Medium
Notion,Product,Backend Engineer,2 Years,5,5,Hr Interview,Behavioral Questions,Medium
Canva,Product,SDE,5 Years,5,1,Technical Interview,Cloud Computing,Medium
Canva,Product,SDE,5 Years,5,1,Technical Interview,Data Structures & Algorithms,Hard
Canva,Product,SDE,5 Years,5,1,Technical Interview,Spring Boot,Medium
Canva,Product,SDE,5 Years,5,2,Technical Interview,Data Structures & Algorithms,Medium
Canva,Product,SDE,5 Years,5,2,Technical Interview,OOPs,Easy
Canva,Product,SDE,5 Years,5,2,Technical Interview,DBMS,Hard
Canva,Product,SDE,5 Years,5,3,System Design Interview,System Design,Medium
Canva,Product,SDE,5 Years,5,4,Managerial Interview,Team & Leadership,Hard
Canva,Product,SDE,5 Years,5,4,Managerial Interview,Project Discussion,Easy
Canva,Product,SDE,5 Years,5,5,Hr Interview,Team & Leadership,Easy
Canva,Product,SDE,5 Years,5,5,Hr Interview,Self Assessment,Medium
Dropbox,Product,iOS Engineer,3 Years,5,1,Technical Interview,Spring Boot,Hard
Dropbox,Product,iOS Engineer,3 Years,5,1,Technical Interview,Docker & Kubernetes,Medium
Dropbox,Product,iOS Engineer,3 Years,5,1,Technical Interview,Computer Networks,Hard
Dropbox,Product,iOS Engineer,3 Years,5,2,Technical Interview,Operating System,Hard
Dropbox,Product,iOS Engineer,3 Years,5,2,Technical Interview,Computer Networks,Medium
Dropbox,Product,iOS Engineer,3 Years,5,2,Technical Interview,System Design,Easy
Dropbox,Product,iOS Engineer,3 Years,5,3,System Design Interview,System Design,Hard
Dropbox,Product,iOS Engineer,3 Years,5,4,Managerial Interview,Team & Leadership,Medium
Dropbox,Product,iOS Engineer,3 Years,5,5,Hr Interview,Resume Discussion,Easy
Dropbox,Product,iOS Engineer,3 Years,5,5,Hr Interview,Behavioral Questions,Easy
Dropbox,Product,MLOps Engineer,Fresher,4,1,Online Assessment,Data Structures & Algorithms,Medium
Dropbox,Product,MLOps Engineer,Fresher,4,1,Online Assessment,Python,Medium
Dropbox,Product,MLOps Engineer,Fresher,4,1,Online Assessment,Java,Medium
Dropbox,Product,MLOps Engineer,Fresher,4,2,Technical Interview,REST APIs,Hard
Dropbox,Product,MLOps Engineer,Fresher,4,2,Technical Interview,Node.js,Hard
Dropbox,Product,MLOps Engineer,Fresher,4,2,Technical Interview,OOPs,Hard
Dropbox,Product,MLOps Engineer,Fresher,4,3,Technical Interview,Python,Medium
Dropbox,Product,MLOps Engineer,Fresher,4,3,Technical Interview,DBMS,Medium
Dropbox,Product,MLOps Engineer,Fresher,4,3,Technical Interview,System Design,Hard
Dropbox,Product,MLOps Engineer,Fresher,4,4,Hr Interview,Self Assessment,Easy
